단축코드,한글 종목명,한글 종목약명,
391710,코닉오토메이션,코닉오토메이션,
46070,코다코,코다코,
47770,코데즈컴바인,코데즈컴바인,
80530,코디,코디,
417310,코람코더원리츠보통주,코람코더원리츠,
357120,코람코라이프인프라리츠보통주,코람코라이프인프라리츠,
104540,코렌텍,코렌텍,
27050,코리아나화장품,코리아나,
7815,코리아써키트1우선주,코리아써우,
00781K,코리아써키트2우선주(신형),코리아써키트2우B,
7810,코리아써키트보통주,코리아써키트,
190650,코리아에셋투자증권,코리아에셋투자증권,
123410,코리아에프티,코리아에프티,
3690,코리안리재보험보통주,코리안리,
36690,코맥스,코맥스,
49430,코메론,코메론,
183300,코미코,코미코,
41960,코미팜,코미팜,
89890,코세스,코세스,
360350,코셈,코셈,
82660,코스나인,코스나인,
192820,코스맥스보통주,코스맥스,
44820,코스맥스비티아이 주식회사 보통주,코스맥스비티아이,
222040,코스맥스엔비티,코스맥스엔비티,
241710,코스메카코리아,코스메카코리아,
5070,코스모신소재보통주,코스모신소재,
5420,코스모화학보통주,코스모화학,
355150,코스텍시스,코스텍시스,
169670,코스텍시스템,코스텍시스템,
71950,코아스보통주,코아스,
166480,코아스템켐온,코아스템켐온,
45970,코아시아,코아시아,
196450,코아시아씨엠,코아시아씨엠,
384470,코어라인소프트,코어라인소프트,
29960,코엔텍,코엔텍,
2025,코오롱1우선주,코오롱우,
3075,코오롱글로벌1우선주,코오롱글로벌우,
3070,코오롱글로벌보통주,코오롱글로벌,
45014K,코오롱모빌리티그룹1우선주,코오롱모빌리티그룹우,
450140,코오롱모빌리티그룹보통주,코오롱모빌리티그룹,
2020,코오롱보통주,코오롱,
102940,코오롱생명과학,코오롱생명과학,
138490,코오롱이앤피보통주,코오롱ENP,
120115,코오롱인더스트리1우선주,코오롱인더우,
120110,코오롱인더스트리보통주,코오롱인더,
950160,코오롱티슈진,코오롱티슈진,
21240,코웨이보통주,코웨이,
33290,코웰패션,코웰패션,
56360,코위버,코위버,
282880,코윈테크,코윈테크,
121850,코이즈,코이즈,
448710,코츠테크놀로지,코츠테크놀로지,
126730,코칩,코칩,
15710,코콤,코콤,
52330,코텍,코텍,
322780,코퍼스코리아,코퍼스코리아,
36420,콘텐트리중앙보통주,콘텐트리중앙,
200130,콜마비앤에이치,콜마비앤에이치,
24720,콜마홀딩스보통주,콜마홀딩스,
31820,콤텍시스템보통주,콤텍시스템,
294570,쿠콘,쿠콘,
192400,쿠쿠홀딩스보통주,쿠쿠홀딩스,
284740,쿠쿠홈시스보통주,쿠쿠홈시스,
317690,퀀타매트릭스,퀀타매트릭스,
78940,퀀타피아,퀀타피아,
227100,퀀텀온,퀀텀온,
432720,퀄리타스반도체,퀄리타스반도체,
456190,큐라켐,큐라켐,
365270,큐라클,큐라클,
86460,큐러블,큐러블,
60280,큐렉소,큐렉소,
372320,큐로셀,큐로셀,
51780,큐로홀딩스,큐로홀딩스,
115180,큐리언트,큐리언트,
445680,큐리옥스바이오시스템즈,큐리옥스바이오시스템즈,
182360,큐브엔터테인먼트,큐브엔터,
405100,큐알티,큐알티,
66310,큐에스아이,큐에스아이,
136660,큐엠씨,큐엠씨,
16600,큐캐피탈파트너스,큐캐피탈,
355390,크라우드웍스,크라우드웍스,
26490K,크라운제과1우선주,크라운제과우,
264900,크라운제과보통주,크라운제과,
5745,크라운해태홀딩스1우선주,크라운해태홀딩스우,
5740,크라운해태홀딩스보통주,크라운해태홀딩스,
259960,크래프톤보통주,크래프톤,
96240,크레버스,크레버스,
40350,크레오에스지,크레오에스지,
215570,크로넥스,크로넥스,
110790,크리스에프앤씨,크리스에프앤씨,
45520,크린앤사이언스,크린앤사이언스,
36170,클라우드에어,클라우드에어,
214150,클래시스,클래시스,
352770,클리노믹스,클리노믹스,
237880,클리오,클리오,
139670,키네마스터,키네마스터,
20120,키다리스튜디오보통주,키다리스튜디오,
413600,키움제6호기업인수목적,키움제6호스팩,
433530,키움제7호기업인수목적,키움제7호스팩,
446840,키움제8호기업인수목적,키움제8호스팩,
39490,키움증권보통주,키움증권,
54780,키이스트,키이스트,
336040,타스컴,타스컴,
219130,타이거일렉,타이거일렉,
346010,타이드,타이드,
318660,타임기술,타임기술,
434190,탈로스,탈로스,
360070,탑머티리얼,탑머티리얼,
180060,탑선,탑선,
65130,탑엔지니어링,탑엔지니어링,
134580,탑코미디어,탑코미디어,
14580,태경비케이보통주,태경비케이,
15890,태경산업보통주,태경산업,
6890,태경케미컬보통주,태경케미컬,
23160,태광,태광,
3240,태광산업보통주,태광산업,
11280,태림포장보통주,태림포장,
323280,태성,태성,
53620,태양,태양,
52960,태양3C,태양3C,
4105,태양금속공업1우선주,태양금속우,
4100,태양금속공업보통주,태양금속,
116100,태양기계 주식회사,태양기계,
9410,태영건설보통주,태영건설,
9415,태영건설우선주,태영건설우,
44490,태웅,태웅,
124560,태웅로직스,태웅로직스,
1420,태원물산보통주,태원물산,
191420,테고사이언스,테고사이언스,
73640,테라사이언스,테라사이언스,
66700,테라젠이텍스,테라젠이텍스,
95610,테스,테스,
55490,테이팩스보통주,테이팩스,
308700,테크엔,테크엔,
64520,테크엘,테크엘,
89030,테크윙,테크윙,
258050,테크트랜스,테크트랜스,
54450,텔레칩스,텔레칩스,
78000,텔코웨어 보통주,텔코웨어,
200230,텔콘알에프제약,텔콘RF제약,
214420,토니모리보통주,토니모리,
393210,토마토시스템,토마토시스템,
215480,토박스코리아,토박스코리아,
51360,토비스,토비스,
45340,토탈소프트뱅크,토탈소프트,
108230,톱텍,톱텍,
79970,투비소프트,투비소프트,
199800,툴젠,툴젠,
417790,트루엔,트루엔,
290090,트윔,트윔,
26150,특수건설,특수건설,
322180,티라유텍,티라유텍,
117730,티로보틱스,티로보틱스,
33830,티비씨,티비씨,
57680,티사이언티픽,티사이언티픽,
204610,티쓰리엔터테인먼트,티쓰리,
64760,티씨케이,티씨케이,
246710,티앤알바이오팹,티앤알바이오팹,
340570,티앤엘,티앤엘,
43220,티에스넥스젠,티에스넥스젠,
277880,티에스아이,티에스아이,
131290,티에스이,티에스이,
246690,티에스인베스트먼트,TS인베스트먼트,
317240,티에스트릴리온,TS트릴리온,
19180,티에이치엔보통주,티에이치엔,
425420,티에프이,티에프이,
131100,티엔엔터테인먼트,티엔엔터테인먼트,
356860,티엘비,티엘비,
62860,티엘아이,티엘아이,
413300,티엘엔지니어링,티엘엔지니어링,
2900,티와이엠보통주,TYM,
36328K,티와이홀딩스1우선주,티와이홀딩스우,
363280,티와이홀딩스보통주,티와이홀딩스,
321550,티움바이오,티움바이오,
91810,티웨이항공보통주,티웨이항공,
4870,티웨이홀딩스보통주,티웨이홀딩스,
425040,티이엠씨,티이엠씨,
241790,티이엠씨씨엔에스,티이엠씨씨엔에스,
32540,티제이미디어,TJ미디어,
22220,티케이지애강,TKG애강,
69260,티케이지휴켐스보통주,TKG휴켐스,
104480,티케이케미칼,티케이케미칼,
81150,티플랙스,티플랙스,
7980,티피보통주,TP,
130740,티피씨,티피씨글로벌,
48770,티피씨메카트로닉스,TPC,
217880,틸론,틸론,
84730,팅크웨어,팅크웨어,
440110,파두,파두,
34230,파라다이스보통주,파라다이스,
33540,파라텍,파라텍,
388870,파로스아이바이오,파로스아이바이오,
43200,파루,파루,
214450,파마리서치,파마리서치,
217950,파마리서치바이오,파마리서치바이오,
208340,파멥신,파멥신,
5690,파미셀보통주,파미셀,
177830,파버나인,파버나인,
37070,파세코,파세코,
150900,파수,파수,
37030,파워넷,파워넷,
47310,파워로직스,파워로직스,
266870,파워풀엑스,파워풀엑스,
368770,파이버프로,파이버프로,
170790,파이오링크,파이오링크,
49120,파인디앤씨,파인디앤씨,
38950,파인디지털,파인디지털,
441270,파인엠텍,파인엠텍,
106240,파인테크닉스,파인테크닉스,
131760,파인텍,파인텍,
65690,파커스,파커스,
140860,파크시스템스,파크시스템스,
91700,파트론,파트론,
202960,판도라티비,판도라티비,
32800,판타지오,판타지오,
318010,팜스빌,팜스빌,
36580,팜스코보통주,팜스코,
27710,팜스토리,팜스토리,
4720,팜젠사이언스보통주,팜젠사이언스,
266350,팡스카이,팡스카이,
225590,패션플랫폼,패션플랫폼,
54300,팬스타엔터프라이즈,팬스타엔터프라이즈,
68050,팬엔터테인먼트,팬엔터테인먼트,
28670,팬오션보통주,팬오션,
222110,팬젠,팬젠,
271830,팸텍,팸텍,
10820,퍼스텍보통주,퍼스텍,
16800,퍼시스보통주,퍼시스,
263750,펄어비스,펄어비스,
251970,펌텍코리아,펌텍코리아,
1020,페이퍼코리아보통주,페이퍼코리아,
327610,펨토바이오메드,펨토바이오메드,
168360,펨트론,펨트론,
87010,펩트론,펩트론,
90080,평화산업 주식회사 보통주,평화산업,
10770,평화홀딩스보통주,평화홀딩스,
64800,포니링크,포니링크,
119500,포메탈,포메탈,
389140,포바이포,포바이포,
105760,포스뱅크,포스뱅크,
22100,포스코DX보통주,포스코DX,
58430,포스코스틸리온보통주,포스코스틸리온,
47050,포스코인터내셔널보통주,포스코인터내셔널,
3670,포스코퓨처엠보통주,포스코퓨처엠,
5490,포스코홀딩스보통주,POSCO홀딩스,
189690,포시에스,포시에스,
318020,포인트모바일,포인트모바일,
256630,포인트엔지니어링,포인트엔지니어링,
331380,포커스에이치엔에스,포커스에이치엔에스,
472850,폰드그룹,폰드그룹,
234100,폴라리스세원,폴라리스세원,
39980,폴라리스에이아이,폴라리스AI,
41910,폴라리스에이아이파마,폴라리스AI파마,
41020,폴라리스오피스,폴라리스오피스,
114630,폴라리스우노,폴라리스우노,
290720,푸드나무,푸드나무,
5670,푸드웰,푸드웰,
94940,푸른기술,푸른기술,
7330,푸른상호저축은행,푸른저축은행,
57880,푸른소나무,푸른소나무,
17810,풀무원보통주,풀무원,
93380,풍강,풍강,
23900,풍국주정공업,풍국주정,
103140,풍산 보통주,풍산,
5810,풍산홀딩스보통주,풍산홀딩스,
371950,풍원정밀,풍원정밀,
370090,퓨런티어,퓨런티어,
445180,퓨릿,퓨릿,
151910,퓨처코어,퓨처코어,
341170,퓨쳐메디신,퓨쳐메디신,
220100,퓨쳐켐,퓨쳐켐,
35200,프럼파스트,프럼파스트,
334970,프레스티지바이오로직스,프레스티지바이오로직스,
950210,프레스티지바이오파마KDR,프레스티지바이오파마,
321260,프로이천,프로이천,
296160,프로젠,프로젠,
53610,프로텍,프로텍,
303360,프로티아,프로티아,
377220,프롬바이오,프롬바이오,
335810,프리시젼바이오,프리시젼바이오,
53160,프리엠스,프리엠스,
405000,플라즈맵,플라즈맵,
41590,플래스크,플래스크,
367000,플래티어,플래티어,
75130,플랜티넷,플랜티넷,
222670,플럼라인생명과학,플럼라인생명과학,
9810,플레이그램보통주,플레이그램,
237820,플레이디,플레이디,
23770,플레이위드코리아,플레이위드,
19570,플루토스투자,플루토스,
300080,플리토,플리토,
32580,피델릭스,피델릭스,
51380,피씨디렉트,피씨디렉트,
241820,피씨엘,피씨엘,
178920,피아이첨단소재보통주,PI첨단소재,
237750,피앤씨테크,피앤씨테크,
319660,피에스케이,피에스케이,
31980,피에스케이홀딩스,피에스케이홀딩스,
2230,피에스텍,피에스텍,
43370,피에이치에이,피에이치에이,
239890,피엔에이치테크,피엔에이치테크,
347740,피엔케이피부임상연구센타,피엔케이피부임상연구센타,
137400,피엔티,피엔티,
257370,피엔티엠에스,피엔티엠에스,
24940,피엔풍년,PN풍년,
147760,피엠티,피엠티,
128660,피제이메탈,피제이메탈,
6140,피제이전자,피제이전자,
376180,피코그램,피코그램,
304840,피플바이오,피플바이오,
62970,피피아이,피피아이,
87600,픽셀플러스,픽셀플러스,
291810,핀텔,핀텔,
378340,필에너지,필에너지,
161580,필옵틱스,필옵틱스,
347770,핌스,핌스,
163730,핑거,핑거,
417180,핑거스토리,핑거스토리,
446750,하나26호기업인수목적,하나26호스팩,
448370,하나27호기업인수목적,하나27호스팩,
454750,하나28호기업인수목적,하나28호스팩,
454640,하나29호기업인수목적,하나29호스팩,
469880,하나30호기업인수목적,하나30호스팩,
469900,하나31호기업인수목적,하나31호스팩,
475240,하나32호기업인수목적,하나32호스팩,
475250,하나33호기업인수목적,하나33호스팩,
406760,하나금융21호기업인수목적,하나금융21호스팩,
418170,하나금융22호기업인수목적,하나금융22호스팩,
430230,하나금융24호기업인수목적,하나금융24호스팩,
435620,하나금융25호기업인수목적,하나금융25호스팩,
86790,하나금융지주보통주,하나금융지주,
299030,하나기술,하나기술,
67310,하나마이크론,하나마이크론,
166090,하나머티리얼즈,하나머티리얼즈,
293480,하나제약보통주,하나제약,
39130,하나투어보통주,하나투어,
136480,하림,하림,
3380,하림지주,하림지주,
450330,하스,하스,
101670,하이드로리튬,하이드로리튬,
365590,하이딥,하이딥,
149980,하이로닉,하이로닉,
13030,하이록코리아,하이록코리아,
352820,하이브보통주,하이브,
126700,하이비젼시스템,하이비젼시스템,
106080,하이소닉,하이소닉,
71090,하이스틸 보통주,하이스틸,
400840,하이제7호기업인수목적,하이제7호스팩,
450050,하이제8호기업인수목적,하이제8호스팩,
160190,하이젠알앤엠,하이젠알앤엠,
221840,하이즈항공,하이즈항공,
106190,하이텍팜,하이텍팜,
19490,하이트론씨스템즈보통주,하이트론,
87,하이트진로2우선주(신형),하이트진로2우B,
80,하이트진로보통주,하이트진로,
145,하이트진로홀딩스1우선주,하이트진로홀딩스우,
140,하이트진로홀딩스보통주,하이트진로홀딩스,
65650,하이퍼코퍼레이션,하이퍼코퍼레이션,
66130,하츠,하츠,
4590,한국가구,한국가구,
36460,한국가스공사보통주,한국가스공사,
39340,한국경제티브이,한국경제TV,
5430,한국공항보통주,한국공항,
34950,한국기업평가,한국기업평가,
10040,한국내화보통주,한국내화,
25540,한국단자공업보통주,한국단자,
222980,한국맥널티,한국맥널티,
10100,한국무브넥스보통주,한국무브넥스,
331660,한국미라클피플사,한국미라클피플사,
256840,한국비엔씨,한국비엔씨,
219750,한국비티비,한국비티비,
4090,한국석유공업보통주,한국석유,
25550,한국선재,한국선재,
2200,한국수출포장공업보통주,한국수출포장,
2960,한국쉘석유보통주,한국쉘석유,
17890,한국알콜산업,한국알콜,
240,한국앤컴퍼니보통주,한국앤컴퍼니,
33270,한국유나이티드제약 보통주,유나이티드제약,
80720,한국유니온제약,한국유니온제약,
123890,한국자산신탁보통주,한국자산신탁,
15760,한국전력공사보통주,한국전력,
52690,한국전력기술 보통주,한전기술,
63570,한국전자금융,한국전자금융,
41460,한국전자인증,한국전자인증,
6200,한국전자홀딩스보통주,한국전자홀딩스,
101680,한국정밀기계,한국정밀기계,
39740,한국정보공학,한국정보공학,
53300,한국정보인증,한국정보인증,
25770,한국정보통신,한국정보통신,
436610,한국제11호기업인수목적,한국제11호스팩,
458610,한국제12호기업인수목적,한국제12호스팩,
464440,한국제13호기업인수목적,한국제13호스팩,
477530,한국제14호기업인수목적,한국제14호스팩,
479880,한국제15호기업인수목적,한국제15호스팩,
27970,한국제지보통주,한국제지,
23350,한국종합기술보통주,한국종합기술,
25890,한국주강보통주,한국주강,
970,한국주철관공업보통주,한국주철관,
104700,한국철강보통주,한국철강,
17960,한국카본보통주,한국카본,
23760,한국캐피탈,한국캐피탈,
54040,한국컴퓨터,한국컴퓨터,
161890,한국콜마보통주,한국콜마,
21650,한국큐빅,한국큐빅,
161390,한국타이어앤테크놀로지보통주,한국타이어앤테크놀로지,
53590,한국테크놀로지,한국테크놀로지,
34830,한국토지신탁보통주,한국토지신탁,
152550,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권),한국ANKOR유전,
168490,한국투자Parallel유전해외자원개발특별자산투자회사1호,한국패러랠,
71055,한국투자금융지주1우선주,한국금융지주우,
71050,한국투자금융지주보통주,한국금융지주,
7280,한국특강보통주,한국특강,
32300,한국파마,한국파마,
37230,한국팩키지,한국팩키지,
448900,한국피아이엠,한국피아이엠,
47810,한국항공우주산업보통주,한국항공우주,
123690,한국화장품보통주,한국화장품,
3350,한국화장품제조보통주,한국화장품제조,
30520,한글과컴퓨터,한글과컴퓨터,
52600,한네트,한네트,
11500,한농화성보통주,한농화성,
2390,한독보통주,한독,
256150,한독크린텍,한독크린텍,
92460,한라아이엠에스,한라IMS,
53690,한미글로벌건축사사무소보통주,한미글로벌,
42700,한미반도체보통주,한미반도체,
8930,한미사이언스보통주,한미사이언스,
128940,한미약품보통주,한미약품,
452190,한빛레이저,한빛레이저,
47080,한빛소프트,한빛소프트,
9240,한샘보통주,한샘,
452280,한선엔지니어링,한선엔지니어링,
20000,한섬보통주,한섬,
3680,한성기업보통주,한성기업,
66980,한성크린텍,한성크린텍,
105630,한세실업보통주,한세실업,
69640,한세엠케이보통주,한세엠케이,
16450,한세예스24홀딩스보통주,한세예스24홀딩스,
10420,한솔PNS보통주,한솔PNS,
9180,한솔로지스틱스보통주,한솔로지스틱스,
114810,한솔아이원스,한솔아이원스,
70590,한솔인티큐브,한솔인티큐브,
213500,한솔제지보통주,한솔제지,
14680,한솔케미칼보통주,한솔케미칼,
4710,한솔테크닉스보통주,한솔테크닉스,
4150,한솔홀딩스보통주,한솔홀딩스,
25750,한솔홈데코보통주,한솔홈데코,
226440,한송네오텍,한송네오텍,
42520,한스바이오메드,한스바이오메드,
4960,한신공영보통주,한신공영,
11700,한신기계공업보통주,한신기계,
430690,한싹,한싹,
78350,한양디지텍,한양디지텍,
45100,한양이엔지,한양이엔지,
1755,한양증권1우선주,한양증권우,
1750,한양증권보통주,한양증권,
18880,한온시스템보통주,한온시스템,
9420,한올바이오파마보통주,한올바이오파마,
91440,한울소재과학,한울소재과학,
14130,한익스프레스보통주,한익스프레스,
24740,한일단조공업,한일단조,
5860,한일사료,한일사료,
300720,한일시멘트보통주,한일시멘트,
2220,한일철강보통주,한일철강,
6390,한일현대시멘트보통주,한일현대시멘트,
3300,한일홀딩스보통주,한일홀딩스,
7770,한일화학공업,한일화학,
51600,한전KPS 보통주,한전KPS,
130660,한전산업개발보통주,한전산업,
198940,한주라이트메탈,한주라이트메탈,
58450,한주에이알티,한주에이알티,
107640,한중엔시에스,한중엔시에스,
2320,한진보통주,한진,
3480,한진중공업홀딩스보통주,한진중공업홀딩스,
18064K,한진칼1우선주,한진칼우,
180640,한진칼보통주,한진칼,
5110,한창보통주,한창,
79170,한창산업,한창산업,
9460,한창제지보통주,한창제지,
372910,한컴라이프케어보통주,한컴라이프케어,
54920,한컴위드,한컴위드,
2680,한탑,한탑,
885,한화1우선주,한화우,
00088K,한화3우선주(신형),한화3우B,
45226K,한화갤러리아1우선주,한화갤러리아우,
452260,한화갤러리아보통주,한화갤러리아,
451800,한화리츠보통주,한화리츠,
880,한화보통주,한화,
88350,한화생명보험보통주,한화생명,
370,한화손해보험보통주,한화손해보험,
9835,한화솔루션1우선주,한화솔루션우,
9830,한화솔루션보통주,한화솔루션,
272210,한화시스템보통주,한화시스템,
12450,한화에어로스페이스보통주,한화에어로스페이스,
82740,한화엔진보통주,한화엔진,
42660,한화오션보통주,한화오션,
3535,한화투자증권1우선주,한화투자증권우,
3530,한화투자증권보통주,한화투자증권,
430460,한화플러스제3호기업인수목적,한화플러스제3호스팩,
455310,한화플러스제4호기업인수목적,한화플러스제4호스팩,
195870,해성디에스보통주,해성디에스,
34810,해성산업,해성산업,
03481K,해성산업1우선주,해성산업1우,
59270,해성에어로보틱스,해성에어로보틱스,
76610,해성옵틱스,해성옵틱스,
101530,해태제과식품주식회사,해태제과식품,
220180,핸디소프트,핸디소프트,
143210,핸즈코퍼레이션보통주,핸즈코퍼레이션,
900270,헝셩그룹유한회사,헝셩그룹,
214180,헥토이노베이션,헥토이노베이션,
234340,헥토파이낸셜,헥토파이낸셜,
84990,헬릭스미스,헬릭스미스,
725,현대건설1우선주,현대건설우,
720,현대건설보통주,현대건설,
170030,현대공업,현대공업,
453340,현대그린푸드보통주,현대그린푸드,
86280,현대글로비스보통주,현대글로비스,
64350,현대로템보통주,현대로템,
79430,현대리바트보통주,현대리바트,
12330,현대모비스보통주,현대모비스,
319400,현대무벡스,현대무벡스,
52260,현대바이오랜드,현대바이오랜드,
48410,현대바이오사이언스,현대바이오,
69960,현대백화점보통주,현대백화점,
4560,현대비앤지스틸보통주,현대비앤지스틸,
16790,현대사료,현대사료,
4310,현대약품보통주,현대약품,
41440,현대에버다임,현대에버다임,
39010,현대에이치티,현대에이치티,
17800,현대엘리베이터보통주,현대엘리베이,
307950,현대오토에버보통주,현대오토에버,
11210,현대위아보통주,현대위아,
90850,현대이지웰,현대이지웰,
5385,현대자동차1우선주,현대차우,
5387,현대자동차2우선주(신형),현대차2우B,
5389,현대자동차3우선주(신형),현대차3우B,
5380,현대자동차보통주,현대차,
4020,현대제철 보통주,현대제철,
5440,현대지에프홀딩스보통주,현대지에프홀딩스,
1500,현대차증권보통주,현대차증권,
11760,현대코퍼레이션보통주,현대코퍼레이션,
227840,현대코퍼레이션홀딩스보통주,현대코퍼레이션홀딩스,
126560,현대퓨처넷보통주,현대퓨처넷,
1450,현대해상화재보험보통주,현대해상,
57050,현대홈쇼핑보통주,현대홈쇼핑,
460930,현대힘스,현대힘스,
92300,현우산업,현우산업,
138360,협진,협진,
11080,형지아이앤씨,형지I&C,
93240,형지엘리트보통주,형지엘리트,
3010,혜인보통주,혜인,
111110,호전실업보통주,호전실업,
8775,호텔신라1우선주,호텔신라우,
8770,호텔신라보통주,호텔신라,
60560,홈센타홀딩스,홈센타홀딩스,
64240,홈캐스트,홈캐스트,
39610,화성밸브,화성밸브,
2460,화성산업보통주,화성산업,
378850,화승알앤에이보통주,화승알앤에이,
241590,화승엔터프라이즈보통주,화승엔터프라이즈,
6060,화승인더스트리보통주,화승인더,
13520,화승코퍼레이션보통주,화승코퍼레이션,
10690,화신보통주,화신,
126640,화신정공,화신정공,
133820,화인베스틸보통주,화인베스틸,
127980,화인써키트,화인써키트,
61250,화일약품,화일약품,
10660,화천기계보통주,화천기계,
850,화천기공보통주,화천기공,
16580,환인제약보통주,환인제약,
32560,황금에스티보통주,황금에스티,
4800,효성보통주,효성,
94280,효성아이티엑스 보통주,효성ITX,
97870,효성오앤비,효성오앤비,
298040,효성중공업보통주,효성중공업,
298050,효성첨단소재보통주,효성첨단소재,
298020,효성티앤씨보통주,효성티앤씨,
298000,효성화학보통주,효성화학,
93370,후성 보통주,후성,
81660,휠라홀딩스보통주,휠라홀딩스,
290270,휴네시온,휴네시온,
5870,휴니드테크놀러지스보통주,휴니드,
353190,휴럼,휴럼,
192410,휴림네트웍스,휴림네트웍스,
90710,휴림로봇,휴림로봇,
78590,휴림에이텍,휴림에이텍,
205470,휴마시스,휴마시스,
115160,휴맥스,휴맥스,
28080,휴맥스홀딩스,휴맥스홀딩스,
175140,휴먼테크놀로지,휴먼테크놀로지,
200670,휴메딕스,휴메딕스,
79980,휴비스보통주,휴비스,
65510,휴비츠,휴비츠,
215090,휴센텍,휴센텍,
5010,휴스틸보통주,휴스틸,
263920,휴엠앤씨,휴엠앤씨,
243070,휴온스,휴온스,
84110,휴온스글로벌,휴온스글로벌,
145020,휴젤,휴젤,
24060,흥구석유,흥구석유,
10240,흥국,흥국,
189980,흥국에프엔비,흥국에프엔비,
545,흥국화재해상보험1우선주,흥국화재우,
540,흥국화재해상보험보통주,흥국화재,
3280,흥아해운보통주,흥아해운,
37440,희림종합건축사사무소,희림,
238490,힘스,힘스,
